"id","muestra","feature_id","feature_type","conteo_crudo","condicion"
4107,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02645","gene",124,"spaceflight"
4108,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02645","gene",75,"spaceflight"
4109,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02645","gene",95,"spaceflight"
4110,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02645","gene",103,"spaceflight"
4111,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02645","gene",71,"spaceflight"
4112,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02650","gene",25,"spaceflight"
4113,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02650","gene",36,"spaceflight"
4114,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02650","gene",20,"spaceflight"
4115,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02650","gene",20,"spaceflight"
4116,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02650","gene",20,"spaceflight"
4117,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02650","gene",18,"spaceflight"
4118,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02650","gene",21,"spaceflight"
4119,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02650","gene",28,"spaceflight"
4120,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02650","gene",18,"spaceflight"
4121,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02655","gene",138,"spaceflight"
4122,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02655","gene",116,"spaceflight"
4123,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02655","gene",171,"spaceflight"
4124,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02655","gene",134,"spaceflight"
4125,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02655","gene",148,"spaceflight"
4126,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02655","gene",159,"spaceflight"
4127,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02655","gene",162,"spaceflight"
4128,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02655","gene",137,"spaceflight"
4129,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02655","gene",124,"spaceflight"
4130,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02660","gene",272,"spaceflight"
4131,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02660","gene",273,"spaceflight"
4132,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02660","gene",287,"spaceflight"
4133,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02660","gene",249,"spaceflight"
4134,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02660","gene",282,"spaceflight"
4135,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02660","gene",314,"spaceflight"
4136,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02660","gene",261,"spaceflight"
4137,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02660","gene",248,"spaceflight"
4138,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02660","gene",168,"spaceflight"
4139,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02665","gene",106,"spaceflight"
4140,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02665","gene",104,"spaceflight"
4141,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02665","gene",123,"spaceflight"
4142,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02665","gene",103,"spaceflight"
4143,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02665","gene",114,"spaceflight"
4144,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02665","gene",112,"spaceflight"
4145,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02665","gene",107,"spaceflight"
4146,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02665","gene",115,"spaceflight"
4147,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02665","gene",49,"spaceflight"
4148,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02670","gene",382,"spaceflight"
4149,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02670","gene",315,"spaceflight"
4150,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02670","gene",365,"spaceflight"
4151,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02670","gene",187,"spaceflight"
4152,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02670","gene",297,"spaceflight"
4153,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02670","gene",299,"spaceflight"
4154,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02670","gene",228,"spaceflight"
4155,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02670","gene",324,"spaceflight"
4156,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02670","gene",152,"spaceflight"
4157,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02675","gene",2,"spaceflight"
4158,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02680","gene",181,"spaceflight"
4159,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02680","gene",245,"spaceflight"
4160,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02680","gene",205,"spaceflight"
4161,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02680","gene",218,"spaceflight"
4162,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02680","gene",269,"spaceflight"
4163,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02680","gene",257,"spaceflight"
4164,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02680","gene",273,"spaceflight"
4165,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02680","gene",262,"spaceflight"
4166,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02680","gene",209,"spaceflight"
4167,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02685","gene",2,"spaceflight"
4168,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02685","gene",1,"spaceflight"
4169,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS14910","gene",414,"spaceflight"
4170,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS14910","gene",503,"spaceflight"
4171,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS14910","gene",415,"spaceflight"
4172,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS14910","gene",351,"spaceflight"
4173,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS14910","gene",537,"spaceflight"
4174,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS14910","gene",511,"spaceflight"
4175,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS14910","gene",502,"spaceflight"
4176,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS14910","gene",483,"spaceflight"
4177,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS14910","gene",539,"spaceflight"
4178,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02705","gene",188,"spaceflight"
4179,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02705","gene",267,"spaceflight"
4180,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02705","gene",244,"spaceflight"
4181,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02705","gene",172,"spaceflight"
4182,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02705","gene",189,"spaceflight"
4183,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02705","gene",243,"spaceflight"
4184,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02705","gene",246,"spaceflight"
4185,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02705","gene",194,"spaceflight"
4186,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02705","gene",188,"spaceflight"
4187,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02710","gene",2371,"spaceflight"
4188,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02710","gene",1996,"spaceflight"
4189,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02710","gene",1948,"spaceflight"
4190,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02710","gene",1749,"spaceflight"
4191,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02710","gene",1709,"spaceflight"
4192,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02710","gene",1891,"spaceflight"
4193,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02710","gene",1868,"spaceflight"
4194,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02710","gene",1664,"spaceflight"
4195,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02710","gene",1541,"spaceflight"
4196,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02715","gene",2243,"spaceflight"
4197,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02715","gene",2093,"spaceflight"
4198,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02715","gene",1959,"spaceflight"
4199,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02715","gene",1822,"spaceflight"
4200,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02715","gene",1902,"spaceflight"
4201,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02715","gene",2055,"spaceflight"
4202,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02715","gene",2025,"spaceflight"
4203,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02715","gene",2001,"spaceflight"
4204,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02715","gene",1534,"spaceflight"
4205,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02725","gene",2848,"spaceflight"
4206,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02725","gene",3052,"spaceflight"
4207,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02725","gene",2684,"spaceflight"
4208,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02725","gene",2097,"spaceflight"
4209,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02725","gene",2720,"spaceflight"
4210,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02725","gene",2949,"spaceflight"
4211,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02725","gene",2643,"spaceflight"
4212,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02725","gene",3141,"spaceflight"
4213,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02725","gene",2451,"spaceflight"
4214,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02730","gene",3550,"spaceflight"
4215,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02730","gene",3619,"spaceflight"
4216,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02730","gene",3807,"spaceflight"
4217,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02730","gene",4149,"spaceflight"
4218,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02730","gene",3066,"spaceflight"
4219,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02730","gene",3604,"spaceflight"
4220,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02730","gene",2617,"spaceflight"
4221,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02730","gene",2391,"spaceflight"
4222,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02730","gene",2700,"spaceflight"
4223,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02735","gene",4769,"spaceflight"
4224,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02735","gene",4856,"spaceflight"
4225,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02735","gene",5445,"spaceflight"
4226,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02735","gene",5766,"spaceflight"
4227,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02735","gene",4412,"spaceflight"
4228,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02735","gene",5065,"spaceflight"
4229,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02735","gene",4045,"spaceflight"
4230,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02735","gene",3144,"spaceflight"
4231,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02735","gene",3703,"spaceflight"
4232,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02740","gene",6286,"spaceflight"
4233,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02740","gene",6623,"spaceflight"
4234,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02740","gene",6925,"spaceflight"
4235,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02740","gene",8347,"spaceflight"
4236,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02740","gene",6231,"spaceflight"
4237,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02740","gene",6474,"spaceflight"
4238,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02740","gene",6024,"spaceflight"
4239,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02740","gene",4343,"spaceflight"
4240,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02740","gene",5263,"spaceflight"
4241,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02745","gene",17974,"spaceflight"
4242,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02745","gene",18798,"spaceflight"
4243,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02745","gene",19501,"spaceflight"
4244,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02745","gene",25450,"spaceflight"
4245,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02745","gene",19536,"spaceflight"
4246,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02745","gene",19810,"spaceflight"
4247,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02745","gene",21521,"spaceflight"
4248,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02745","gene",14988,"spaceflight"
4249,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02745","gene",17392,"spaceflight"
4250,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02755","gene",4276,"spaceflight"
4251,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02755","gene",4319,"spaceflight"
4252,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02755","gene",4023,"spaceflight"
4253,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02755","gene",5348,"spaceflight"
4254,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02755","gene",5112,"spaceflight"
4255,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02755","gene",4490,"spaceflight"
4256,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02755","gene",5256,"spaceflight"
4257,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02755","gene",4588,"spaceflight"
4258,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02755","gene",4332,"spaceflight"
4259,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02760","gene",2569,"spaceflight"
4260,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02760","gene",3410,"spaceflight"
4261,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02760","gene",2530,"spaceflight"
4262,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02760","gene",3577,"spaceflight"
4263,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02760","gene",3135,"spaceflight"
4264,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02760","gene",3237,"spaceflight"
4265,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02760","gene",3725,"spaceflight"
4266,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02760","gene",3087,"spaceflight"
4267,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02760","gene",3106,"spaceflight"
4268,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02765","gene",5632,"spaceflight"
4269,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02765","gene",5993,"spaceflight"
4270,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02765","gene",5904,"spaceflight"
4271,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02765","gene",7288,"spaceflight"
4272,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02765","gene",7011,"spaceflight"
4273,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02765","gene",6469,"spaceflight"
4274,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02765","gene",7617,"spaceflight"
4275,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02765","gene",6227,"spaceflight"
4276,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02765","gene",6600,"spaceflight"
4277,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02770","gene",1009,"spaceflight"
4278,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02770","gene",1024,"spaceflight"
4279,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02770","gene",948,"spaceflight"
4280,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02770","gene",846,"spaceflight"
4281,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02770","gene",1181,"spaceflight"
4282,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02770","gene",1048,"spaceflight"
4283,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02770","gene",1105,"spaceflight"
4284,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02770","gene",1133,"spaceflight"
4285,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02770","gene",1035,"spaceflight"
4286,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02775","gene",2095,"spaceflight"
4287,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02775","gene",2375,"spaceflight"
4288,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02775","gene",1915,"spaceflight"
4289,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02775","gene",1896,"spaceflight"
4290,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02775","gene",2283,"spaceflight"
4291,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02775","gene",2341,"spaceflight"
4292,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02775","gene",2292,"spaceflight"
4293,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02775","gene",2149,"spaceflight"
4294,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02775","gene",2453,"spaceflight"
4295,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02780","gene",650,"spaceflight"
4296,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02780","gene",641,"spaceflight"
4297,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02780","gene",551,"spaceflight"
4298,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02780","gene",460,"spaceflight"
4299,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02780","gene",656,"spaceflight"
4300,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02780","gene",720,"spaceflight"
4301,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02780","gene",613,"spaceflight"
4302,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02780","gene",621,"spaceflight"
4303,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02780","gene",668,"spaceflight"
4304,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02785","gene",1822,"spaceflight"
4305,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02785","gene",2039,"spaceflight"
4306,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02785","gene",1561,"spaceflight"
4307,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02785","gene",1257,"spaceflight"
4308,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02785","gene",1986,"spaceflight"
4309,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02785","gene",2056,"spaceflight"
4310,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02785","gene",1599,"spaceflight"
4311,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02785","gene",1889,"spaceflight"
4312,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02785","gene",1991,"spaceflight"
4313,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02790","gene",1563,"spaceflight"
4314,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02790","gene",1665,"spaceflight"
4315,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02790","gene",1343,"spaceflight"
4316,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02790","gene",1050,"spaceflight"
4317,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02790","gene",1684,"spaceflight"
4318,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02790","gene",1717,"spaceflight"
4319,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02790","gene",1281,"spaceflight"
4320,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02790","gene",1714,"spaceflight"
4321,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02790","gene",1685,"spaceflight"
4322,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02795","gene",1039,"spaceflight"
4323,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02795","gene",1246,"spaceflight"
4324,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02795","gene",912,"spaceflight"
4325,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02795","gene",874,"spaceflight"
4326,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02795","gene",1003,"spaceflight"
4327,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02795","gene",1208,"spaceflight"
4328,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02795","gene",946,"spaceflight"
4329,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02795","gene",1105,"spaceflight"
4330,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02795","gene",1265,"spaceflight"
4331,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS14920","gene",1221,"spaceflight"
4332,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS14920","gene",1307,"spaceflight"
4333,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS14920","gene",1186,"spaceflight"
4334,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS14920","gene",1092,"spaceflight"
4335,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS14920","gene",1206,"spaceflight"
4336,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS14920","gene",1296,"spaceflight"
4337,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS14920","gene",1194,"spaceflight"
4338,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS14920","gene",1244,"spaceflight"
4339,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS14920","gene",1187,"spaceflight"
4340,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02800","gene",1762,"spaceflight"
4341,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02800","gene",1861,"spaceflight"
4342,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02800","gene",1736,"spaceflight"
4343,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02800","gene",1699,"spaceflight"
4344,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02800","gene",1905,"spaceflight"
4345,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02800","gene",1901,"spaceflight"
4346,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02800","gene",2049,"spaceflight"
4347,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02800","gene",1838,"spaceflight"
4348,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02800","gene",1681,"spaceflight"
4349,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02805","gene",7198,"spaceflight"
4350,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02805","gene",7075,"spaceflight"
4351,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02805","gene",6957,"spaceflight"
4352,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02805","gene",6716,"spaceflight"
4353,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02805","gene",7759,"spaceflight"
4354,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02805","gene",7608,"spaceflight"
4355,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02805","gene",7642,"spaceflight"
4356,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02805","gene",6912,"spaceflight"
4357,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02805","gene",7186,"spaceflight"
4358,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02810","gene",29856,"spaceflight"
4359,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02810","gene",27342,"spaceflight"
4360,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02810","gene",31947,"spaceflight"
4361,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02810","gene",29159,"spaceflight"
4362,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02810","gene",29861,"spaceflight"
4363,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS02810","gene",31247,"spaceflight"
4364,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS02810","gene",30231,"spaceflight"
4365,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS02810","gene",26677,"spaceflight"
4366,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS02810","gene",25150,"spaceflight"
4367,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS02815","gene",31079,"spaceflight"
4368,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS02815","gene",28490,"spaceflight"
4369,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS02815","gene",34090,"spaceflight"
4370,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS02815","gene",33930,"spaceflight"
4371,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS02815","gene",30829,"spaceflight"
