"id","muestra","feature_id","feature_type","conteo_crudo","superficie","tipo_tiempo"
"225","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS08775","gene","298","0","inflight3"
"226","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS08815","gene","24","5","inflight3"
"227","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS08825","gene","40","5","inflight3"
"228","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS08860","gene","2","2","inflight3"
"229","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS08910","gene","318","8","inflight3"
"230","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS08935","gene","60","5","inflight3"
"231","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS08960","gene","2","5","inflight3"
"232","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS08965","gene","116","3","inflight3"
"233","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS08965","gene","198","6","inflight3"
"234","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS08990","gene","1","3","inflight3"
"235","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS08990","gene","83","5","inflight3"
"236","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS08990","gene","86","6","inflight3"
"237","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS08995","gene","9","5","inflight3"
"238","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS08995","gene","222","9","inflight3"
"239","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09000","gene","42","5","inflight3"
"240","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS09050","gene","190","9","inflight3"
"241","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS09060","gene","272","9","inflight3"
"242","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_4","gene-SAR_RS09075","gene","246","4","inflight3"
"243","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09205","gene","18","5","inflight3"
"244","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09260","gene","38","5","inflight3"
"245","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09330","gene","3","5","inflight3"
"246","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09350","gene","70","5","inflight3"
"247","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_4","gene-SAR_RS09390","gene","98","4","inflight3"
"248","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09400","gene","68","5","inflight3"
"249","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS09400","gene","394","7","inflight3"
"250","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS09565","gene","1","7","inflight3"
"251","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS15670","gene","156","3","inflight3"
"252","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS09760","gene","524","8","inflight3"
"253","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09850","gene","1","5","inflight3"
"254","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09855","gene","1","5","inflight3"
"255","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS09860","gene","10","6","inflight3"
"256","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS09930","gene","296","6","inflight3"
"257","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS09950","gene","63","5","inflight3"
"258","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS09960","gene","208","3","inflight3"
"259","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS10055","gene","2","5","inflight3"
"260","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS10080","gene","1","6","inflight3"
"261","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS10085","gene","124","0","inflight3"
"262","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS10085","gene","54","2","inflight3"
"263","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS10085","gene","34","5","inflight3"
"264","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS10095","gene","48","3","inflight3"
"265","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS10095","gene","2","5","inflight3"
"266","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS10105","gene","1","3","inflight3"
"267","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS10125","gene","1","2","inflight3"
"268","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS10125","gene","2","9","inflight3"
"269","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS10165","gene","1","3","inflight3"
"270","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS10170","gene","4","5","inflight3"
"271","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS10395","gene","135","9","inflight3"
"272","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS10405","gene","16","5","inflight3"
"273","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS10435","gene","142","8","inflight3"
"274","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS10490","gene","12","0","inflight3"
"275","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS10495","gene","458","2","inflight3"
"276","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS10600","gene","2","0","inflight3"
"277","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS10995","gene","4","6","inflight3"
"278","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_4","gene-SAR_RS11085","gene","330","4","inflight3"
"279","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS11095","gene","108","0","inflight3"
"280","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS11140","gene","2","2","inflight3"
"281","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11190","gene","24","5","inflight3"
"282","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS11210","gene","1","9","inflight3"
"283","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS11425","gene","96","2","inflight3"
"284","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11435","gene","32","5","inflight3"
"285","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS11495","gene","443","9","inflight3"
"286","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11515","gene","208","5","inflight3"
"287","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS11525","gene","1","0","inflight3"
"288","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS11525","gene","1","2","inflight3"
"289","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS11555","gene","156","6","inflight3"
"290","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_1","gene-SAR_RS11580","gene","928","1","inflight3"
"291","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS11625","gene","176","3","inflight3"
"292","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11625","gene","34","5","inflight3"
"293","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11740","gene","1","5","inflight3"
"294","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_4","gene-SAR_RS11745","gene","2","4","inflight3"
"295","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11755","gene","1","5","inflight3"
"296","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS11870","gene","28","5","inflight3"
"297","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS11990","gene","102","3","inflight3"
"298","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12030","gene","118","3","inflight3"
"299","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12030","gene","172","5","inflight3"
"300","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12035","gene","46","5","inflight3"
"301","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_1","gene-SAR_RS12075","gene","198","1","inflight3"
"302","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS12075","gene","266","2","inflight3"
"303","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12075","gene","161","5","inflight3"
"304","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12080","gene","110","5","inflight3"
"305","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS12085","gene","510","8","inflight3"
"306","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12095","gene","17","5","inflight3"
"307","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS12100","gene","168","0","inflight3"
"308","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","gene-SAR_RS12105","gene","3","2","inflight3"
"309","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12105","gene","4","5","inflight3"
"310","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12120","gene","160","3","inflight3"
"311","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12120","gene","95","5","inflight3"
"312","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12125","gene","3","5","inflight3"
"313","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12130","gene","26","5","inflight3"
"314","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS12130","gene","547","7","inflight3"
"315","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12140","gene","113","3","inflight3"
"316","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12140","gene","36","5","inflight3"
"317","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS12140","gene","328","8","inflight3"
"318","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12145","gene","2","3","inflight3"
"319","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_4","gene-SAR_RS12145","gene","271","4","inflight3"
"320","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12145","gene","46","5","inflight3"
"321","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12150","gene","101","5","inflight3"
"322","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS12150","gene","26","6","inflight3"
"323","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12155","gene","114","5","inflight3"
"324","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12165","gene","6","5","inflight3"
"325","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12170","gene","199","3","inflight3"
"326","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12170","gene","94","5","inflight3"
"327","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS12170","gene","154","9","inflight3"
"328","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12175","gene","48","5","inflight3"
"329","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS12180","gene","144","9","inflight3"
"330","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS12185","gene","253","9","inflight3"
"331","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12190","gene","417","3","inflight3"
"332","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12190","gene","119","5","inflight3"
"333","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS12190","gene","2","7","inflight3"
"334","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS12190","gene","354","8","inflight3"
"335","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS12190","gene","86","9","inflight3"
"336","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS12195","gene","94","3","inflight3"
"337","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12195","gene","10","5","inflight3"
"338","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS12195","gene","178","8","inflight3"
"339","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12200","gene","60","5","inflight3"
"340","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS12205","gene","45","5","inflight3"
"341","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS12210","gene","281","9","inflight3"
"342","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS12475","gene","410","9","inflight3"
"343","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS12935","gene","2","0","inflight3"
"344","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS13195","gene","195","7","inflight3"
"345","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS13260","gene","168","9","inflight3"
"346","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS13420","gene","74","6","inflight3"
"347","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","gene-SAR_RS13770","gene","154","3","inflight3"
"348","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS13770","gene","32","5","inflight3"
"349","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS13805","gene","152","0","inflight3"
"350","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS13855","gene","1","7","inflight3"
"351","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS13860","gene","5","7","inflight3"
"352","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS14085","gene","2","0","inflight3"
"353","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS14085","gene","68","5","inflight3"
"354","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS14090","gene","28","5","inflight3"
"355","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS14090","gene","234","8","inflight3"
"356","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS14115","gene","388","9","inflight3"
"357","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS14120","gene","2","8","inflight3"
"358","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","gene-SAR_RS14135","gene","8","0","inflight3"
"359","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_1","gene-SAR_RS14255","gene","1","1","inflight3"
"360","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","gene-SAR_RS14315","gene","1","9","inflight3"
"361","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","gene-SAR_RS14485","gene","316","6","inflight3"
"362","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","gene-SAR_RS14670","gene","54","5","inflight3"
"363","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","gene-SAR_RS14680","gene","464","8","inflight3"
"364","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_1","gene-SAR_RS14685","gene","1","1","inflight3"
"365","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","gene-SAR_RS14695","gene","2","7","inflight3"
"366","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_0","rna-SAR_RS14895","SPR_ARN","351","0","inflight3"
"367","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_1","rna-SAR_RS14895","SPR_ARN","2699","1","inflight3"
"368","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","rna-SAR_RS14895","SPR_ARN","9855","2","inflight3"
"369","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","rna-SAR_RS14895","SPR_ARN","20662","3","inflight3"
"370","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_4","rna-SAR_RS14895","SPR_ARN","5525","4","inflight3"
"371","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","rna-SAR_RS14895","SPR_ARN","127557","5","inflight3"
"372","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_6","rna-SAR_RS14895","SPR_ARN","6645","6","inflight3"
"373","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","rna-SAR_RS14895","SPR_ARN","2605","7","inflight3"
"374","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_8","rna-SAR_RS14895","SPR_ARN","5721","8","inflight3"
"375","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","rna-SAR_RS14895","SPR_ARN","5668","9","inflight3"
"376","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_2","rna-SAR_RS15215","ncRNA","187","2","inflight3"
"377","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_3","rna-SAR_RS15215","ncRNA","1419","3","inflight3"
"378","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_5","rna-SAR_RS15215","ncRNA","3827","5","inflight3"
"379","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_7","rna-SAR_RS15215","ncRNA","327","7","inflight3"
"380","GLDS-565_metatranscriptomics_metaT_I4_Capsule_FD3_9","rna-SAR_RS15215","ncRNA","172","9","inflight3"
"381","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","id-NC_002952.2:1588874..1589008","riboswitch","2","4","preflight"
"382","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","id-NC_002952.2:1824382..1824557","riboswitch","1","1","preflight"
"383","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","id-NC_002952.2:1958937..1959048","riboswitch","30","4","preflight"
"384","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS00010","gene","124","7","preflight"
"385","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS00020","gene","81","2","preflight"
"386","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS00025","gene","1","0","preflight"
"387","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS00030","gene","1","1","preflight"
"388","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS00030","gene","154","6","preflight"
"389","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS00080","gene","102","6","preflight"
"390","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS00090","gene","1","2","preflight"
"391","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS00090","gene","1","5","preflight"
"392","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS00090","gene","421","7","preflight"
"393","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS00095","gene","1","0","preflight"
"394","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS00130","gene","1","3","preflight"
"395","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS00130","gene","94","5","preflight"
"396","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS00145","gene","2","0","preflight"
"397","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS00145","gene","626","3","preflight"
"398","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS00145","gene","51","5","preflight"
"399","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS00145","gene","69","7","preflight"
"400","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS00175","gene","689","3","preflight"
"401","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS00175","gene","54","5","preflight"
"402","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS00175","gene","53","7","preflight"
"403","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS00585","gene","60","4","preflight"
"404","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS00650","gene","126","5","preflight"
"405","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS00655","gene","7","4","preflight"
"406","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS00705","gene","1","8","preflight"
"407","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS00725","gene","78","1","preflight"
"408","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS00755","gene","34","4","preflight"
"409","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS00885","gene","120","5","preflight"
"410","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS00990","gene","5","2","preflight"
"411","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS01230","gene","448","7","preflight"
"412","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS01430","gene","34","2","preflight"
"413","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS01575","gene","210","8","preflight"
"414","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS01635","gene","112","8","preflight"
"415","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS01775","gene","64","1","preflight"
"416","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS01775","gene","558","3","preflight"
"417","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS01775","gene","28","6","preflight"
"418","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS01810","gene","230","3","preflight"
"419","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS01820","gene","44","1","preflight"
"420","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS01820","gene","1","4","preflight"
"421","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS01825","gene","86","1","preflight"
"422","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS01825","gene","84","4","preflight"
"423","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS01885","gene","7","5","preflight"
"424","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02005","gene","5","5","preflight"
"425","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS02010","gene","114","2","preflight"
"426","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02010","gene","27","4","preflight"
"427","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS02020","gene","132","6","preflight"
"428","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02055","gene","2","7","preflight"
"429","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02060","gene","2","3","preflight"
"430","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02060","gene","38","4","preflight"
"431","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02060","gene","1","5","preflight"
"432","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02095","gene","318","3","preflight"
"433","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS02160","gene","140","6","preflight"
"434","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02300","gene","128","5","preflight"
"435","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02300","gene","256","7","preflight"
"436","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02310","gene","24","4","preflight"
"437","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02340","gene","1","5","preflight"
"438","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02350","gene","38","1","preflight"
"439","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02350","gene","20","4","preflight"
"440","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS02350","gene","198","8","preflight"
"441","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS14895","gene","372","0","preflight"
"442","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS14895","gene","53001","1","preflight"
"443","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS14895","gene","42360","2","preflight"
"444","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS14895","gene","42793","3","preflight"
"445","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS14895","gene","105158","4","preflight"
"446","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS14895","gene","27211","5","preflight"
"447","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS14895","gene","6836","6","preflight"
"448","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS14895","gene","22094","7","preflight"
